ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
71171,"perfectly fitted",,,"tökéletesen felszerelt",,
71172,perfector,,,Perfector,,
71173,perforated,,adjective,átlyukadt,,átlyuggatott
71174,perforating,,verb,perforáló,"gimlet|perforate|punch|hole|hole|make a hole in|perforate|perforate",átfúr|kilyukaszt|átlyukaszt
71175,perforator,,noun,lyukasztógép,punch,
71176,"perform service",,,szolgáltatást,,
71177,"perform well",,,"jól teljesíteni",,
71178,performable,,,elvégezhető,,
71179,performed,,adjective,teljesített,,
71180,performer,pərˈfôrmər,noun,előadó,"lecturer|instructor|actor|theatrical|Thespian|player|play actor|musician|player|instrumentalist|bandsman|music player",színész|zenész
71181,performing,,adjective,előadó,,
71182,"performing arts",,,előadóművészet,,
71183,"performing pair",,,"teljesítő pár",,
71184,performs,,verb,teljesít,perform|fulfill|comply|satisfy|accomplish|implement|perform|play|lecture|recite|sing|prelect|execute|fulfil|enforce|implement|realize|perform|perform,előad|végrehajt|megtesz
71185,"perfume from roses",,,"parfüm rózsa",,
71186,perfumery,pərˈfyo͞omərē,noun,illatszerek,toiletry,illatszerbolt
71187,perfumes,,noun,parfümök,perfume|fragrance|fragrancy|odor|odour|fragrance|scent|perfume|aroma|odor|fragrancy|perfume,parfüm|illat|illatszer
71188,perfuming,,,illatosító,,
71189,perfumy,,,parfüm,,
71190,perfunctorily,,,felületesen,,
71191,perfunctoriness,,,elnagyoltsága,,
71192,perfuse,pərˈfyo͞oz,,perfuse,,
71193,pergola,ˈpərgələ,,pergola,,
71194,peri,ˈpi(ə)rē,noun,peri,,"jó szellem"
71195,pericarp,ˈperiˌkärp,noun,magrejtő,,
71196,pericope,pəˈrikəpē,,pericope,,
71197,pericranium,,,koponyacsonthártya,,
71198,perilled,,,perilled,,
71199,perilling,,,perilling,,
71200,perilously,,,veszélyesen,,
71201,perilousness,,,perilousness,,
71202,perimetric,,,kerületi,,
71203,"perinatal period",,,"perinatális időszak",,
71204,"period before",,,"idő előtt",,
71205,"period of time",,noun,időtartam,"period|tract|tractate|endurance of flight",
71206,perioded,ˈpi(ə)rēəd,,perioded,,
71207,perioder,,,időszakok,,
71208,"periodic payment",,,"időszakos fizetés",,
71209,periodically,,adverb,időszakosan,,
71210,periodicals,,noun,folyóiratok,journal|magazine|periodical|review,folyóirat
71211,periodicity,ˌpi(ə)rēəˈdisitē,noun,időszakosság,,
71212,perioding,ˈpi(ə)rēəd,,perioding,,
71213,periods,,noun,időszakok,"menstruation|flowers|menses|monthly|monthly courses",menstruáció
71214,"periods of time",,,időszakok,,
71215,peripeteia,peripéteia,,kaland,,
71216,"peripheral device",,,perifériaeszköz,,
71217,peripherally,,,kerülete,,
71218,periphrase,,,körülírást,,
71219,periphrastic,ˌperəˈfrastik,adjective,terjengő,,
71220,periphrastically,,,periphrastically,,
71221,perishable,ˈperiSHəbəl,adjective,romlandó,corruptible|fleeting|transient|transitory,mulandó
71222,perishably,ˈperiSHəbəl,adjective,romlandó,perishable|corruptible|fleeting|transient|transitory|perishable,mulandó
71223,perished,,adjective,elpusztult,,
71224,perishing,,adjective,dermesztő,freezing,
71225,perissology,perissológy,,részletesebb,,
71226,peristaltic,,adjective,perisztaltikus,,"féregszerűen összehúzódó"
71227,peristaltically,,,peristaltically,,
71228,peristyle,ˈperəˌstīl,noun,oszlopcsarnok,colonnade,oszlopsor
71229,periwig,ˈperiˌwig,noun,paróka,wig|peruke,
71230,periwinkle,ˈperiˌwiNGkəl,noun,télizöld,,
71231,perjure,ˈpərjər,verb,"hamisan tanúskodik",,"hamisan esküszik"
71232,perjurer,,noun,esküszegő,oath-breaker,"hamisan esküdő"
71233,perjurious,,,perjurious,,
71234,perjury,ˈpərjərē,noun,"hamis eskü",,
71235,"perk oneself up",,,"felugorja magát",,
71236,"perk up",,,felugrott,,
71237,perkiness,,noun,fennhéjázás,haughtiness|hauteur|conceit|egotism|complacence|complacency|coxcombry,önteltség
71238,perks,,verb,hegyezi,"brush up|perk|refresh|freshen|refurbish|perk","felfrissít|kávét főz gépen"
71239,perlustrate,,,járőrözést,,
71240,perlustration,,,perlustration,,
71241,perm,pərm,noun,perm,,"dauer|tartós hullám hajban"
71242,permanence,ˈpərmənəns,noun,állandóság,stability|constancy|permanency|immutability|fixedness|durability|lasting|tenacity|permanency|stand-up|permanency,"tartósság|állandó alkalmazás"
71243,permanency,,noun,állandóság,stability|permanence|constancy|immutability|fixedness|durability|permanence|lasting|tenacity|stand-up|permanence,"tartósság|állandó alkalmazás"
71244,"permanent address",,,"állandó lakcím",,
71245,"permanent magnet",,,állandómágnes,,
71246,"permanent wave",,,"állandó hullám",,
71247,permanents,,,állandó,,
71248,permeated,,verb,áthatja,"penetrate|permeate|come through|plough through|drench|impregnate|saturate|permeate|pervade|permeate",áthatol|átitat|keresztülhatol
71249,permeating,ˈpərmēˌāt,verb,átható,"penetrate|permeate|come through|plough through|drench|impregnate|saturate|permeate|pervade|permeate",áthatol|átitat|keresztülhatol
71250,permeation,,noun,áthatolás,penetration,
71251,permed,,,dauerolt,,
71252,permissibility,,noun,megengedhetőség,,
71253,permissibly,,,lehetségesen,,
71254,permissive,pərˈmisiv,adjective,megengedő,concessive|compliant|indulgent|tractable|yielding|forgiving,engedékeny|helybenhagyó
71255,"permissive reply",,,"megengedő válasz",,
71256,permissively,,,permissively,,
71257,permissiveness,,noun,engedékenység,indulgence|compliance,
71258,permitted,,verb,engedélyezett,authorize|allow|permit|grant|charter|countenance|allow|permit|vouchsafe,engedélyez|megenged
71259,permitting,,adjective,engedélyező,,
71260,permutability,,,permutability,,
71261,permutable,,,permutable,,
71262,permutation,ˌpərmyo͝oˈtāSHən,noun,permutáció,change,fölcserélés
71263,permute,,,cserék,,
71264,perniciously,,,perniciously,,
71265,perniciousness,,,perniciousness,,
71266,pernickety,,adjective,kényes,fastidious|queasy|punctilious,aprólékoskodó
71267,peroxide,pəˈräksīd,noun,peroxid,,szuperoxid
71268,perp,pərp,,elkövető,,
71269,"perpendicular style",,,"merőleges stílus",,
71270,perpendicularity,,noun,függőlegesség,,
71271,perpendicularly,,,merőlegesen,,
71272,perpension,,,perpension,,
71273,perpetrating,,verb,elkövető,commit|perpetrate,elkövet
71274,perpetrator,,noun,elkövető,,véghezvivő
71275,perpetuated,,verb,állandósult,"immortalize|perpetuate|eternalize|chronicle|eternize|maintain|keep up|reserve|nourish|perpetuate|keep|perpetuate","megörökít|fenntart|állandóvá tesz"
71276,perpetuating,pərˈpeCHo͞oˌāt,verb,állandósult,"immortalize|perpetuate|eternalize|chronicle|eternize|maintain|keep up|reserve|nourish|perpetuate|keep|perpetuate","megörökít|fenntart|állandóvá tesz"
71277,perpetuation,,noun,megörökítés,immortalization,
71278,perpetuities,ˌpərpiˈt(y)o͞oitē,noun,perpetuities,eternity|everlasting|perpetuity|perpetuity|perpetuity,örökkévalóság|örökjáradék|életjáradék
71279,perplexedly,,adverb,megzavarva,,
71280,perplexing,pərˈpleksiNG,adjective,"zavarba ejtő",foxed,"zavarba hozó|összezavart"
71281,perplexingly,,,perplexingly,,
71282,perquisites,,noun,perquisites,perquisite|tip|gratuity|gratification|perquisite,mellékjövedelem|borravaló
71283,perquisition,,,keresés,,
71284,perquisitor,,,perquisitor,,
71285,persecuting,,verb,üldöző,"chase|persecute|pursue|hunt|prosecute|gun for|tantalize|obsess|plague|persecute|maltreat|mortify|harass|pester|bother|importune|beset|molest",üldöz|gyötör|zaklat
71286,persecution,ˌpərsəˈkyo͞oSHən,noun,üldözés,prosecution|chase|pursuit|pursue|following|harassment|vexation|molestation|bother,üldöztetés|zaklatás
71287,persephone,pərˈsefənē,,Perszephoné,,
71288,perseverance,ˌpərsəˈvi(ə)rəns,noun,kitartás,endurance|stamina|persistence|tenacity|toughness|constancy|tenacity|persistence|stability|pertinacity,állhatatosság
71289,perseverant,,,kitartó,,
71290,"persevere at",,,tartósan,,
71291,"persevere in",,,kitart,,
71292,"persevere with",,,kitartóan,,
71293,persevered,,verb,kitart,"insist|persevere|hold on|keep on|last out|persevere",erősködik
71294,perseveringly,,,kitartóan,,
71295,"persist in",,verb,fennmarad,,"tovább csinál vmit"
71296,persisted,,verb,kitartott,"continue|persist|proceed|insist upon|persist|adhere to|face it out","folytatódik|kitart vmi mellett"
71297,persistency,,noun,megmaradás,,
71298,persistently,,,kitartóan,,
71299,persisting,,verb,fennálló,"continue|persist|proceed|insist upon|persist|adhere to|face it out","folytatódik|kitart vmi mellett"
71300,persists,,verb,fennáll,"continue|persist|proceed|insist upon|persist|adhere to|face it out","folytatódik|kitart vmi mellett"
71301,persnicketiness,,,persnicketiness,,
71302,"person accommodated",,,"személy elhelyezett",,
71303,"person affected",,,"érintett személy",,
71304,"person by himself",,,személy,,
71305,"person in charge",,,"felelős személy",,
71306,"person in demand",,,személy,,
71307,"person of God",,,"Isten személye",,
71308,"person of letters",,,"betűs személy",,
71309,"person of means",,,"az ember személye",,
71310,"person of note",,,személy,,
71311,"person of renown",,,"híres személy",,
71312,"person of substance",,,személy,,
71313,"person of the cloth",,,"személy a ruhát",,
71314,"person of the hour",,,"személy az óra",,
71315,"person on foot",,,"személy gyalog",,
71316,"person paying",,,"személy fizet",,
71317,"person set in ways",,,"személy beállított módon",,
71318,persona,,,személy,,
71319,"persona non grata",,,"személy nem hálás",,
71320,personability,,,personability,,
71321,personable,ˈpərsənəbəl,adjective,csinos,pretty|cute|handsome|neat|spruce,"kellemes külsejű"
71322,personably,,,personably,,
71323,"personage of rank",,,"rangsor személyisége",,
71324,"personal account",,,"személyes fiók",,
71325,"personal aims",,,"személyes célok",,
71326,"personal anecdote",,,"személyes anekdota",,
71327,"personal appeal",,,"személyes fellebbezés",,
71328,"personal assistant",,,"személyi asszisztens",,
71329,"personal attack",,,"személyes támadás",,
71330,"personal attribute",,,"személyes attribútum",,
71331,"personal behavior",,,"személyes viselkedés",,
71332,"personal behaviour",,,"személyes viselkedés",,
71333,"personal belief",,,"személyes meggyőződés",,
71334,"personal chattel",,,"személyes csatár",,
71335,"personal cloth",,,"személyes ruhával",,
71336,"personal effects",,,"személyes tárgyak",,
71337,"personal estate",,noun,ingóság,personalty|chattel|goods,
71338,"personal habits",,,"személyes szokások",,
71339,"personal history",,,"személyes történelem",,
71340,"personal identity",,,"szemelyi azonosito",,
71341,"personal items",,,"személyes tárgyak",,
71342,"personal magnetism",,,"személyes mágnesesség",,
71343,"personal narrative",,,"személyes elbeszélés",,
71344,"personal outerwear",,,"személyes felsőruházat",,
71345,"personal property",,,"személyes tulajdon",,
71346,"personal protector",,,"védő személyzet",,
71347,"personal punishment",,,"személyes büntetés",,
71348,"personal qualities",,,"személyes tulajdonságok",,
71349,"personal quality",,,"személyi minőség",,
71350,"personal record",,,"személyes feljegyzés",,
71351,"personal skills",,,"személyes készségek",,
71352,"personal stereo",,,"személyi sztereo",,
71353,"personal traits",,,személyiségvonások,,
71354,"personal usage",,,"személyes használat",,
71355,"personal vault",,,"személyes boltozat",,
71356,personalise,ˈpərsənəlˌīz,verb,megszemélyesít,personalize|personify|impersonate|personify|embody|incarnate|incorporate|personalize|impersonate,megtestesít
71357,personalised,,verb,személyre,personalize|personify|impersonate|personify|embody|incarnate|incorporate|personalize|impersonate,megszemélyesít|megtestesít
71358,personalising,ˈpərsənəlˌīz,verb,személyre,personalize|personify|impersonate|personify|embody|incarnate|incorporate|personalize|impersonate,megszemélyesít|megtestesít
71359,personalism,ˈpərsənəlˌizəm,,perszonalizmus,,
71360,"personality change",,,személyiségváltozás,,
71361,personalization,,,megszemélyesítés,,
71362,person-at-arms,,,személy-at-arms,,
71363,personation,,noun,alakítás,forming|figuration,
71364,personifications,pərˌsänəfiˈkāSHən,noun,megszemélyesítések,impersonation|personification|prosopopoeia|personification|materialization|embodiment,megszemélyesítés|megtestesítés
71365,personified,,verb,megszemélyesített,personify|embody|incarnate|incorporate|personalize|impersonate|personalize|personify|impersonate,megtestesít|megszemélyesít
71366,personifying,pərˈsänəˌfī,verb,personifying,personify|embody|incarnate|incorporate|personalize|impersonate|personalize|personify|impersonate,megtestesít|megszemélyesít
71367,personize,,,personize,,
71368,"personnel office",,,"személyzeti hivatal",,
71369,"personnel resources",,,"személyi erőforrások",,
71370,persons,,noun,személyek,"person|persona|head|thing|human|man|person|human being|one|Jack|individual|person",személy|ember|egyén
71371,"person's husband",,,"személy férje",,
71372,"person's partner",,,"személy partnere",,
71373,"person's spouse",,,"személy házastársa",,
71374,"person's wife",,,"személy felesége",,
71375,personship,,,personship,,
71376,person-to-person,,,személy-személy,,
71377,perspicacious,ˌpərspiˈkāSHəs,adjective,tisztánlátó,open-eyed,
71378,perspicaciously,ˌpərspiˈkāSHəs,adjective,tisztánlátó,open-eyed|perspicacious,
71379,perspicaciousness,,,perspicaciousness,,
71380,perspicacity,ˌpərspiˈkasitē,noun,tisztánlátás,,
71381,perspicacy,ˌpərspiˈkasitē,noun,tisztánlátás,perspicacity,
71382,perspicuously,,,áttekinthető,,
71383,perspiration,ˌpərspəˈrāSHən,noun,izzadás,sweat|exudation|sweat|sweat,izzadság|veríték
71384,perspire,pərˈspīr,verb,izzad,sweat|exude,párologtat|verítékezik
71385,perspiring,,adjective,izzadt,sweaty,
71386,perspiry,,,perspiry,,
71387,persuadability,,,persuadability,,
71388,persuadable,pərˈswādəbəl,adjective,meggyőzhető,,
71389,persuaded,,verb,rábeszélte,"convince|persuade|bring round|persuade",meggyőz|rábeszél
71390,persuader,,,meggyőzni,,
71391,persuasible,,,persuasible,,
71392,"persuasive argument",,,"meggyőző érv",,
71393,persuasively,,,meggyőzően,,
71394,"pertain to",,,vonatkoznak,,
71395,pertained,pərˈtān,verb,vonatkozott,"concern|pertain|pertain|belong in|pertain","vonatkozik|hozzátartozik|tartozik valahová"
71396,pertaining,,verb,vonatkozó,"concern|pertain|pertain|belong in|pertain","vonatkozik|hozzátartozik|tartozik valahová"
71397,"pertaining to",,,kapcsolatos,,
71398,pertinaciously,,,makacsul,,
71399,pertinency,,,pertinency,,
71400,pertinently,,,találóan,,
71401,peruke,,noun,paróka,wig|periwig,
71402,perusal,pəˈro͞ozəl,noun,átolvasás,reading,elolvasás
71403,perused,,verb,átolvasta,read|peruse|peruse|re-read,elolvas|átolvas
71404,peruser,,,peruser,,
71405,pervaded,,verb,áthatotta,penetrate|pervade|pervade|drench|impregnate|saturate|permeate|pervade,átjár|áthat|átitat
71406,pervading,,verb,átható,penetrate|pervade|pervade|drench|impregnate|saturate|permeate|pervade,átjár|áthat|átitat
71407,pervasion,,noun,átjárás,passage|thoroughfare|transit,
71408,pervasive,pərˈvāsiv,adjective,átható,penetrating|penetrative,szétterjedt
71409,pervasively,,,pervasively,,
71410,pervasiveness,,,elterjedtsége,,
71411,"perverse fool",,,"perverz bolond",,
71412,perversely,,,perverz,,
71413,perversive,,adjective,bomlasztó,disruptive|libidinous|prurient,fajtalan
71414,perverter,,,perverter,,
71415,perverting,,verb,"elfordíttatását látod",seduce|corrupt|pervert|deteriorate|deprave|vitiate|distract|disorient|bedazzle|disorientate|unsettle|embarrass,megront|megzavar
71416,pervigilium,,,virrasztás,,
71417,perwick,,,perwick,,
71418,pes,"pās,pēs",,pes,,
71419,pessary,ˈpesərē,noun,méhgyűrű,,
71420,pessimism,ˈpesəˌmizəm,noun,pesszimizmus,,borúlátás
71421,"pessimistic person",,,"pesszimista személy",,
71422,pessimistically,,,pesszimistán,,
71423,pestered,,verb,zaklatta,harass|pester|bother|importune|beset|molest|pester|bother|perturb|disturb|incommode|pester,zaklat|ellep|háborgat
71424,pesterer,,,pesterer,,
71425,pesthole,,noun,pestisfészek,,
71426,pesticide,ˈpestəˌsīd,noun,növényvédőszer,,"rovarirtó szer|féreg irtószer"
71427,pestilently,,,pestilently,,
71428,pestle,"ˈpestl,ˈpesəl",noun,mozsártörő,pounder,zúzó
71429,pests,,noun,kártevők,pestilence|pest|plague|murrain|plague|pest,dögvész|pestis
71430,"pet cat",,,házicica,,
71431,"pet expression",,,"kisállat kifejezése",,
71432,"pet name",,noun,"kisállat név",nickname,becenév
71433,"pet peeve",,,"pet peeve",,
71434,"pet project",,,"kisállat projekt",,
71435,"pet subject",,,"kisállat tárgya",,
71436,"pet topic",,,"pet téma",,
71437,petal,ˈpetl,noun,virágszirom,,sziromlevél
71438,petard,piˈtärd,noun,petárda,squib|cartridge,
71439,petcock,ˈpetˌkäk,,szívócsonktól,,
71440,pet-cock,,,pet-kakas,,
71441,peter,ˈpētər,verb,Péter,"run out|run down|drain|run out",kimerül|elfogy
71442,"peter out",,verb,"Péter elment","misfire|hang fire","semmivé lesz|csütörtököt mond"
71443,petered,ˈpētər,verb,petered,"run out|peter|run down|drain|run out|peter",kimerül|elfogy
71444,peters,ˈpētər,verb,Peters,"run out|peter|run down|drain|run out|peter",kimerül|elfogy
71445,petiole,ˈpetēˌōl,noun,levélnyél,"leaf stalk",
71446,"petit mal epilepsy",,,"petit mal epilepszia",,
71447,"petit point",,,"kis pont",,
71448,petite,pəˈtēt,adjective,kicsi,small|little|low|minor|mite,
71449,"petite dame",,,"kis hölgy",,
71450,petiteness,,,petiteness,,
71451,"petition for",,,petíció,,
71452,petitionary,,adjective,folyamodó,,
71453,petitioning,pəˈtiSHən,verb,petíciós,ask|request|demand|petition|beg|plead,kér
71454,petitions,pəˈtiSHən,noun,petíciók,petition|instance|petition|plaint|request|petition|appeal|intercession,kérelem|beadvány|kérés
71455,petrel,ˈpetrəl,noun,viharmadár,albatross,
71456,petrifaction,,noun,kövület,fossil,megkövesedés
71457,petrification,ˌpetrəfiˈkāSHən,,megkövesedés,,
71458,petrified,ˈpetrəˌfīd,verb,megkövesedett,petrify|stupefy|petrify|flabbergast|petrify,"megkövesít|elképeszt|kővé mered"
71459,petrifying,,verb,Petrifying,petrify|stupefy|petrify|flabbergast|petrify,"megkövesít|elképeszt|kővé mered"
71460,petroglyph,ˈpetrəˌglif,,petroglyph,,
71461,petrography,pəˈträgrəfē,noun,kőzettan,mineralogy,
71462,petrol,,noun,benzin,gasoline|benzine|gasolene,
71463,petroleum,pəˈtrōlēəm,noun,petróleum,"kerosene|rock tar|paraffin",kőolaj
71464,petrology,pəˈträləjē,,kőzettan,,
71465,petted,,verb,simogatják,cherish|cocker|fondle|pet|hug|caress|fondle|pet,dédelget|becéz
71466,petter,,,petter,,
71467,petticoat,ˈpetēˌkōt,noun,alsószoknya,underskirt|woman|female|broad|heifer,nő|szigetelőszalag
